,x,y,S_yx,S_xy,ES,Directionality,Delay
221,IWM-gauge-27,IWM-gauge-110,26.0,26.0,0.31137724550898205,-0.029940119760479042,-0.52
222,IWM-gauge-27,IWM-gauge-113,46.0,45.0,0.2983606557377049,-0.006557377049180328,-0.36585365853658536
223,IWM-gauge-27,IWM-gauge-114,46.0,45.0,0.29073482428115016,-0.04472843450479233,-1.5
224,IWM-gauge-27,IWM-gauge-115,31.0,31.0,0.29523809523809524,-0.014285714285714285,-0.6333333333333333
225,IWM-gauge-27,IWM-gauge-116,43.0,42.0,0.39906103286384975,-0.04225352112676056,-1.1578947368421053
226,IWM-gauge-27,IWM-gauge-117,43.0,43.0,0.30935251798561153,-0.017985611510791366,-0.85
227,IWM-gauge-27,IWM-gauge-119,51.0,53.0,0.33986928104575165,-0.0196078431372549,-0.6538461538461539
228,IWM-gauge-27,IWM-gauge-120,39.0,37.0,0.3568075117370892,-0.018779342723004695,-0.9142857142857143
229,IWM-gauge-27,IWM-gauge-121,53.0,52.0,0.3230769230769231,-0.052307692307692305,-1.2765957446808511
230,IWM-gauge-27,IWM-gauge-122,48.0,48.0,0.3057324840764331,-0.03184713375796178,-1.0666666666666667
231,IWM-gauge-27,IWM-gauge-123,51.0,51.0,0.31974921630094044,-0.01567398119122257,-0.5319148936170213
232,IWM-gauge-27,IWM-gauge-124,49.0,49.0,0.34146341463414637,-0.017421602787456445,-0.6666666666666666
233,IWM-gauge-27,IWM-gauge-125,31.0,29.0,0.2857142857142857,-0.004761904761904762,-0.5555555555555556
234,IWM-gauge-27,IWM-gauge-130,52.0,52.0,0.27154046997389036,0.020887728459530026,0.6346153846153846
235,IWM-gauge-27,IWM-gauge-134,41.0,41.0,0.23837209302325582,0.029069767441860465,0.7
236,IWM-gauge-27,IWM-gauge-135,39.0,40.0,0.2453416149068323,-0.015527950310559006,-0.2
237,IWM-gauge-27,IWM-gauge-138,22.0,23.0,0.1814516129032258,0.012096774193548387,0.22727272727272727
238,IWM-gauge-27,IWM-gauge-139,48.0,49.0,0.2650273224043716,0.01639344262295082,0.3333333333333333
239,IWM-gauge-27,IWM-gauge-142,40.0,41.0,0.25391849529780564,0.0,0.17073170731707318
240,IWM-gauge-27,IWM-gauge-143,41.0,41.0,0.25386996904024767,0.02476780185758514,0.7435897435897436
